source,target,value,ip
list 50 permitted <*> <*> <*>,list 50 denied 10.151.47.108 1 packet,0.85,kpg_tss_sw03-igw
GR session <*> inst <*> : interrupted--recovery pending,"BFD-SYSLOG: bfd_session_destroyed, <*> neigh <*> <*> <*>",0.85,10.240.232.91
User <*> has exited tty session <*> <*>,"exec timer expired, tty <*> <*> , user <*>",0.85,10.240.108.185
User <*> has exited tty session <*> <*>,"exec timer expired, tty <*> <*> , user <*>",0.85,10.240.108.192
"exec timer expired, tty <*> <*> , user <*>",User <*> has exited tty session <*> <*>,0.85,10.240.48.78
"exec timer expired, tty <*> <*> , user <*>",SSH Session from 10.159.56.88 tty = <*> for user '' using crypto cipher '' closed,0.85,10.244.55.36
"BFD-SYSLOG: bfd_session_destroyed, <*> neigh <*> <*> <*>",User <*> has exited tty session <*> <*>,0.85,66115-arapayung-acc1
list 50 permitted <*> <*> <*>,"exec timer expired, tty <*> <*> , user <*>",0.85,kpg_tss_sw03-igw
"BFD-SYSLOG: bfd_session_destroyed, <*> neigh <*> <*> <*>",User <*> has exited tty session <*> <*>,0.85,66091-pasirputehipoh-acc1
"BFD-SYSLOG: bfd_session_created, neigh <*> <*> <*> <*> <*> <*> act",User <*> has exited tty session <*> <*>,0.85,66091-pasirputehipoh-acc1
User <*> has exited tty session <*> <*>,"exec timer expired, tty <*> <*> , user <*>",0.85,10.240.125.87
"exec timer expired, tty <*> <*> , user <*>",User <*> has exited tty session <*> <*>,0.85,10.240.125.87
User <*> has exited tty session <*> <*>,"BFD-SYSLOG: bfd_session_destroyed, <*> neigh <*> <*> <*>",0.85,66091-pasirputehipoh-acc1
User <*> has exited tty session <*> <*>,"BFD-SYSLOG: bfd_session_created, neigh <*> <*> <*> <*> <*> <*> act",0.85,66091-pasirputehipoh-acc1
User <*> has exited tty session <*> <*>,"exec timer expired, tty <*> <*> , user <*>",0.85,30270-pkndebak-acc1
User <*> has exited tty session <*> <*>,asserted CRITICAL Power Supply Module <*> Power Supply Failure,0.85,30270-pkndebak-acc1
User <*> has exited tty session <*> <*>,"exec timer expired, tty <*> <*> , user <*>",0.85,10.240.48.78
User <*> has exited tty session <*> <*>,The Power Supply in slot <*> is switched off or encountering a failure condition.,0.85,30270-pkndebak-acc1
User <*> has exited tty session <*> <*>,cleared CRITICAL Power Supply Module <*> Power Supply Failure,0.85,30270-pkndebak-acc1
User <*> has exited tty session <*> <*>,The <*> in <*> <*> is functioning properly,0.85,30270-pkndebak-acc1
LDP Neighbor <*> 0 is DOWN <*> <*> <*> <*> <*>,"BFD-SYSLOG: bfd_session_destroyed, <*> neigh <*> <*> <*>",0.85,10.240.232.91
User <*> has exited tty session <*> <*>,Line protocol on Interface <*> changed state to <*>,0.85,30192-bekenu-acc1
User <*> has exited tty session <*> <*>,Interface <*> changed state to <*>,0.85,30192-bekenu-acc1
User <*> has exited tty session <*> <*>,"exec timer expired, tty <*> <*> , user <*>",0.85,10.244.62.3
"exec timer expired, tty <*> <*> , user <*>",User <*> has exited tty session <*> <*>,0.85,10.244.62.3
User <*> has exited tty session <*> <*>,"exec timer expired, tty <*> <*> , user <*>",0.85,10.244.55.107
"exec timer expired, tty <*> <*> , user <*>",User <*> has exited tty session <*> <*>,0.85,10.244.253.156
Failed authentication attempt by user <*> from <*> on <*>,Interface TenGigE0 <*> 0 <*> Detected <*> <*>,0.85,krtpr01-crsx
"exec timer expired, tty <*> <*> , user <*>",User <*> has exited tty session <*> <*>,0.85,50039-pdghangus-acc1
User <*> has exited tty session <*> <*>,"exec timer expired, tty <*> <*> , user <*>",0.85,50039-pdghangus-acc1
TACACS+ server <*> 49 is DOWN vrf: <*> server-private: <*> - Socket <*> Connection timed out,Interface TenGigE0 <*> 0 <*> Detected <*> <*>,0.85,krtpr01-crsx
asserted CRITICAL Power Supply Module <*> Power Supply Failure,User <*> has exited tty session <*> <*>,0.85,30270-pkndebak-acc1
The Power Supply in slot <*> is switched off or encountering a failure condition.,User <*> has exited tty session <*> <*>,0.85,30270-pkndebak-acc1
SSH Session from 10.159.56.88 tty = <*> for user '' using crypto cipher '' closed,User <*> has exited tty session <*> <*>,0.85,10.240.108.162
User <*> has exited tty session <*> <*>,"exec timer expired, tty <*> <*> , user <*>",0.85,10.244.71.174
cleared CRITICAL Power Supply Module <*> Power Supply Failure,User <*> has exited tty session <*> <*>,0.85,30270-pkndebak-acc1
The <*> in <*> <*> is functioning properly,User <*> has exited tty session <*> <*>,0.85,30270-pkndebak-acc1
User <*> has exited tty session <*> <*>,SSH Session from 10.159.56.88 tty = <*> for user '' using crypto cipher '' closed,0.85,10.240.108.162
User <*> has exited tty session <*> <*>,"exec timer expired, tty <*> <*> , user <*>",0.85,60080-masjidsultanah-acc1
User <*> has exited tty session <*> <*>,"exec timer expired, tty <*> <*> , user <*>",0.85,75072-kgsriasahan-acc
User <*> has exited tty session <*> <*>,"exec timer expired, tty <*> <*> , user <*>",0.85,10.244.26.171
User <*> has exited tty session <*> <*>,"BFD-SYSLOG: bfd_session_destroyed, <*> neigh <*> <*> <*>",0.85,10.244.26.171
"exec timer expired, tty <*> <*> , user <*>",User <*> has exited tty session <*> <*>,0.85,10.240.125.122
"BFD-SYSLOG: bfd_session_destroyed, <*> neigh <*> <*> <*>",User <*> has exited tty session <*> <*>,0.85,66132-desachempakaipoh-acc1
"BFD-SYSLOG: bfd_session_created, neigh <*> <*> <*> <*> <*> <*> act",User <*> has exited tty session <*> <*>,0.85,66132-desachempakaipoh-acc1
"exec timer expired, tty <*> <*> , user <*>",User <*> has exited tty session <*> <*>,0.85,10.244.253.249
"exec timer expired, tty <*> <*> , user <*>",User <*> has exited tty session <*> <*>,0.85,10.240.125.61
TACACS+ server <*> 49 is UP vrf: <*> server-private: Yes,Interface TenGigE0 <*> 0 <*> Detected <*> <*>,0.85,krtpr01-crsx
User <*> has exited tty session <*> <*>,"exec timer expired, tty <*> <*> , user <*>",0.85,10.240.125.61
User <*> has exited tty session <*> <*>,"exec timer expired, tty <*> <*> , user <*>",0.85,10.240.108.218
"exec timer expired, tty <*> <*> , user <*>",User <*> has exited tty session <*> <*>,0.85,10.244.253.183
User <*> has exited tty session <*> <*>,"exec timer expired, tty <*> <*> , user <*>",0.85,10.244.253.249
User <*> has exited tty session <*> <*>,"exec timer expired, tty <*> <*> , user <*>",0.85,10.244.253.183
"exec timer expired, tty <*> <*> , user <*>",User <*> has exited tty session <*> <*>,0.85,10.240.109.101
"exec timer expired, tty <*> <*> , user <*>",User <*> has exited tty session <*> <*>,0.85,10.244.55.107
User <*> has exited tty session <*> <*>,"BFD-SYSLOG: bfd_session_destroyed, <*> neigh <*> <*> <*>",0.85,70643-psnsubangdamai-acc1
"exec timer expired, tty <*> <*> , user <*>",User <*> has exited tty session <*> <*>,0.85,75072-kgsriasahan-acc
User <*> has exited tty session <*> <*>,BFD-SYSLOG: BFD session <*> <*> going Down Reason: DETECT TIMER EXPIRED,0.85,70643-psnsubangdamai-acc1
User <*> has exited tty session <*> <*>,"exec timer expired, tty <*> <*> , user <*>",0.85,30076-bktsemupoh-acc1
"exec timer expired, tty <*> <*> , user <*>",User <*> has exited tty session <*> <*>,0.85,10.240.126.228
"exec timer expired, tty <*> <*> , user <*>",User <*> has exited tty session <*> <*>,0.85,30076-bktsemupoh-acc1
User <*> has exited tty session <*> <*>,"exec timer expired, tty <*> <*> , user <*>",0.85,10.240.126.228
cleared CRITICAL xcvr container 0 <*> <*> Transceiver Missing - Link Down,User <*> has exited tty session <*> <*>,0.85,10.244.253.155
"exec timer expired, tty <*> <*> , user <*>",User <*> has exited tty session <*> <*>,0.85,10.244.253.197
User <*> has exited tty session <*> <*>,"exec timer expired, tty <*> <*> , user <*>",0.85,10.244.253.197
User <*> has exited tty session <*> <*>,"BFD-SYSLOG: bfd_session_destroyed, <*> neigh <*> <*> <*>",0.85,66132-desachempakaipoh-acc1
User <*> has exited tty session <*> <*>,"BFD-SYSLOG: bfd_session_created, neigh <*> <*> <*> <*> <*> <*> act",0.85,66132-desachempakaipoh-acc1
"exec timer expired, tty <*> <*> , user <*>",User <*> has exited tty session <*> <*>,0.85,10.240.109.184
"exec timer expired, tty <*> <*> , user <*>",User <*> has exited tty session <*> <*>,0.85,53047-uitm_dungun2-acc1
User <*> has exited tty session <*> <*>,"exec timer expired, tty <*> <*> , user <*>",0.85,10.240.109.184
"exec timer expired, tty <*> <*> , user <*>",User <*> has exited tty session <*> <*>,0.85,10.244.62.31
User <*> has exited tty session <*> <*>,"exec timer expired, tty <*> <*> , user <*>",0.85,10.244.62.31
User <*> has exited tty session <*> <*>,"BFD-SYSLOG: bfd_session_created, neigh <*> <*> <*> <*> <*> <*> act",0.85,10.244.26.171
"exec timer expired, tty <*> <*> , user <*>",User <*> has exited tty session <*> <*>,0.85,60080-masjidsultanah-acc1
User <*> has exited tty session <*> <*>,"exec timer expired, tty <*> <*> , user <*>",0.85,10.240.109.101
User <*> has exited tty session <*> <*>,"exec timer expired, tty <*> <*> , user <*>",0.85,53047-uitm_dungun2-acc1
User <*> has exited tty session <*> <*>,"exec timer expired, tty <*> <*> , user <*>",0.85,10.244.55.65
"exec timer expired, tty <*> <*> , user <*>",SSH Session from 10.159.56.88 tty = <*> for user '' using crypto cipher '' closed,0.85,10.244.55.58
"exec timer expired, tty <*> <*> , user <*>",User <*> has exited tty session <*> <*>,0.85,10.244.71.168
"exec timer expired, tty <*> <*> , user <*>",User <*> has exited tty session <*> <*>,0.85,10.244.62.57
SSH Session from 10.159.56.88 tty = <*> for user '' using crypto cipher '' closed,"exec timer expired, tty <*> <*> , user <*>",0.85,10.244.55.36
User <*> has exited tty session <*> <*>,"exec timer expired, tty <*> <*> , user <*>",0.85,10.244.71.168
User <*> has exited tty session <*> <*>,Synchronization source TenGigabitEthernet0 <*> <*> <*> is selected by selection process T0 to synchronize the system and generate T0 output.,0.85,10.240.125.245
User <*> has exited tty session <*> <*>,"exec timer expired, tty <*> <*> , user <*>",0.85,10.240.125.122
User <*> has exited tty session <*> <*>,System Internal synchronization source is selected.,0.85,10.240.125.245
User <*> has exited tty session <*> <*>,cleared CRITICAL xcvr container 0 <*> <*> Transceiver Missing - Link Down,0.85,10.244.253.155
"exec timer expired, tty <*> <*> , user <*>",User <*> has exited tty session <*> <*>,0.85,10.244.55.23
User <*> has exited tty session <*> <*>,Warning!!! ' quit ' is a hidden command. Use of this command is not recommended supported and will be removed in future.,0.85,10.240.125.245
SSH Session from 10.159.56.88 tty = <*> for user '' using crypto cipher '' closed,User <*> has exited tty session <*> <*>,0.85,43162-endau-acc1
User <*> has exited tty session <*> <*>,"exec timer expired, tty <*> <*> , user <*>",0.85,10.240.125.245
"exec timer expired, tty <*> <*> , user <*>",User <*> has exited tty session <*> <*>,0.85,10.244.55.65
User <*> has exited tty session <*> <*>,"exec timer expired, tty <*> <*> , user <*>",0.85,10.244.55.23
User <*> has exited tty session <*> <*>,"exec timer expired, tty <*> <*> , user <*>",0.85,10.244.55.104
"BFD-SYSLOG: bfd_session_created, neigh <*> <*> <*> <*> <*> <*> act",User <*> has exited tty session <*> <*>,0.85,10.244.26.171
User <*> has exited tty session <*> <*>,"exec timer expired, tty <*> <*> , user <*>",0.85,10.244.62.57
"exec timer expired, tty <*> <*> , user <*>",User <*> has exited tty session <*> <*>,0.85,10.244.55.104
SSH Session from 10.159.56.88 tty = <*> for user '' using crypto cipher '' closed,Interface <*> changed state to <*>,0.849822,10.244.55.62
SSH Session from 10.159.56.88 tty = <*> for user '' using crypto cipher '' closed,Line protocol on Interface <*> changed state to <*>,0.849822,10.244.55.62
User <*> has exited tty session <*> <*>,Line protocol on Interface <*> changed state to <*>,0.849162,10.244.55.165
User <*> has exited tty session <*> <*>,Interface <*> changed state to <*>,0.849162,10.244.55.165
User <*> has exited tty session <*> <*>,Interface <*> changed state to <*>,0.848978,prdce01-poi-asr907
User <*> has exited tty session <*> <*>,Line protocol on Interface <*> changed state to <*>,0.848978,prdce01-poi-asr907
Successfully authenticated user <*> from <*> on <*> cipher <*> mac <*>,"Process <*> Nbr <*> on <*> in area <*> from <*> to DOWN, Neighbor Down: <*> <*> <*> <*> vrf <*> vrfid <*>",0.84889,75019-snwg-agga01
asserted CRITICAL <*> <*> <*> Physical Port Link Down,Interface <*> changed state to <*>,0.848885,30238-unimas2-acc1
asserted CRITICAL <*> <*> <*> Physical Port Link Down,Line protocol on Interface <*> changed state to <*>,0.848885,30238-unimas2-acc1
cleared CRITICAL <*> <*> <*> Physical Port Link Down,Interface <*> changed state to <*>,0.848885,30238-unimas2-acc1
cleared CRITICAL <*> <*> <*> Physical Port Link Down,Line protocol on Interface <*> changed state to <*>,0.848885,30238-unimas2-acc1
"BFD-SYSLOG: bfd_session_destroyed, <*> neigh <*> <*> <*>",SSH Session from 10.159.56.88 tty = <*> for user '' using crypto cipher '' closed,0.848875,10.240.48.56
User <*> has exited tty session <*> <*>,"Process 1, Nbr <*> on <*> <*> <*> from <*> to DOWN, Neighbor Down: <*> <*> <*>",0.848875,60143-portomalailkw-acc1
User <*> has exited tty session <*> <*>,BFD-SYSLOG: BFD session <*> <*> is going UP,0.848875,60143-portomalailkw-acc1
User <*> has exited tty session <*> <*>,interface <*> <*> <*> update IP Routing state to <*> interface is not suppressed,0.848875,10.240.109.115
User <*> has exited tty session <*> <*>,"Process 1, Nbr <*> on <*> <*> <*> from <*> to <*> <*> <*>",0.848875,60143-portomalailkw-acc1
User <*> has exited tty session <*> <*>,Line protocol on Interface <*> <*> <*> changed state to <*>,0.848875,10.240.109.115
User <*> has exited tty session <*> <*>,Interface <*> <*> <*> changed state to <*>,0.848875,10.240.109.115
User <*> has exited tty session <*> <*>,Line protocol on Interface <*> changed state to <*>,0.848615,30258-pulasar-acc1
User <*> has exited tty session <*> <*>,Interface <*> <*> <*> changed state to <*>,0.848615,30258-pulasar-acc1
User <*> has exited tty session <*> <*>,Interface <*> changed state to <*>,0.848615,30258-pulasar-acc1
User <*> has exited tty session <*> <*>,Line protocol on Interface <*> <*> <*> changed state to <*>,0.848615,30258-pulasar-acc1
asserted CRITICAL Power Supply Bay <*> Power Supply FAN Module Missing,Line protocol on Interface <*> changed state to <*>,0.84858,66029-airkuning-aggb01
The <*> in <*> <*> is functioning properly,Line protocol on Interface <*> changed state to <*>,0.84858,66029-airkuning-aggb01
The <*> in <*> <*> is functioning properly,Interface <*> changed state to <*>,0.84858,66029-airkuning-aggb01
cleared CRITICAL Power Supply Module <*> Power Supply Failure,Line protocol on Interface <*> changed state to <*>,0.84858,66029-airkuning-aggb01
cleared CRITICAL Power Supply Module <*> Power Supply Failure,Interface <*> changed state to <*>,0.84858,66029-airkuning-aggb01
asserted CRITICAL Power Supply Module <*> Power Supply Failure,Interface <*> changed state to <*>,0.84858,66029-airkuning-aggb01
asserted CRITICAL Power Supply Module <*> Power Supply Failure,Line protocol on Interface <*> changed state to <*>,0.84858,66029-airkuning-aggb01
asserted CRITICAL Power Supply Bay <*> Power Supply FAN Module Missing,Interface <*> changed state to <*>,0.84858,66029-airkuning-aggb01
cleared CRITICAL Power Supply Bay <*> Power Supply FAN Module Missing,Line protocol on Interface <*> changed state to <*>,0.84858,66029-airkuning-aggb01
The Power Supply in slot <*> is switched off or encountering a failure condition.,Interface <*> changed state to <*>,0.84858,66029-airkuning-aggb01
The Power Supply in slot <*> is switched off or encountering a failure condition.,Line protocol on Interface <*> changed state to <*>,0.84858,66029-airkuning-aggb01
cleared CRITICAL Power Supply Bay <*> Power Supply FAN Module Missing,Interface <*> changed state to <*>,0.84858,66029-airkuning-aggb01
"BFD-SYSLOG: bfd_session_destroyed, <*> neigh <*> <*> <*>",Interface <*> changed state to <*>,0.848514,70037-kualaselangor-aggb01
"BFD-SYSLOG: bfd_session_destroyed, <*> neigh <*> <*> <*>",Line protocol on Interface <*> changed state to <*>,0.848514,70037-kualaselangor-aggb01
SSH Session from 10.159.56.88 tty = <*> for user '' using crypto cipher '' closed,Line protocol on Interface <*> changed state to <*>,0.848331,10.240.109.224
SSH Session from 10.159.56.88 tty = <*> for user '' using crypto cipher '' closed,Interface <*> changed state to <*>,0.848331,10.240.109.224
SSH Session from 10.159.56.88 tty = <*> for user '' using crypto cipher '' closed,"BFD-SYSLOG: bfd_session_destroyed, <*> neigh <*> <*> <*>",0.848331,10.244.57.249
Interface <*> <*> is up in mode <*>,Interface Ethernet1 <*> is <*> <*> <*>,0.847771,kpgcswa04-n3k
"exec timer expired, tty <*> <*> , user <*>",neighbor <*> vpn vrf <*> Up,0.847274,kmpce01-poi-asr907
asserted CRITICAL <*> <*> <*> Physical Port Link Down,Line protocol on Interface <*> changed state to <*>,0.847247,70038-bktlanjan-aggb1
Interface <*> <*> <*> changed state to <*>,Line protocol on Interface <*> changed state to <*>,0.847108,10.240.106.47
sent to neighbor <*> 4 0 hold time expired 0 bytes,User <*> has exited tty session <*> <*>,0.847004,10.240.109.23
User <*> has exited tty session <*> <*>,Line protocol on Interface <*> changed state to <*>,0.846709,10.244.26.69
Process <*> Nbr <*> on <*> from <*> to <*> <*> <*>,Line protocol on Interface <*> changed state to <*>,0.846583,30094-tmsaratok-acc1
"exec timer expired, tty <*> <*> , user <*>",Interface <*> changed state to <*>,0.846583,30094-tmsaratok-acc1
"exec timer expired, tty <*> <*> , user <*>",Line protocol on Interface <*> changed state to <*>,0.846583,30094-tmsaratok-acc1
"Process <*> Nbr <*> on <*> from <*> to DOWN, Neighbor Down: <*> <*> <*>",Line protocol on Interface <*> changed state to <*>,0.846583,30094-tmsaratok-acc1
"BFD-SYSLOG: bfd_session_destroyed, <*> neigh <*> <*> <*>",Interface <*> changed state to <*>,0.846583,30094-tmsaratok-acc1
Process <*> Nbr <*> on <*> from <*> to <*> <*> <*>,Interface <*> changed state to <*>,0.846583,30094-tmsaratok-acc1
"BFD-SYSLOG: bfd_session_created, neigh <*> <*> <*> <*> act",Interface <*> changed state to <*>,0.846583,30094-tmsaratok-acc1
"BFD-SYSLOG: bfd_session_created, neigh <*> <*> <*> <*> act",Line protocol on Interface <*> changed state to <*>,0.846583,30094-tmsaratok-acc1
"BFD-SYSLOG: bfd_session_destroyed, <*> neigh <*> <*> <*>",Line protocol on Interface <*> changed state to <*>,0.846583,30094-tmsaratok-acc1
BFD-SYSLOG: BFD session <*> <*> is going UP,Interface <*> changed state to <*>,0.846583,30094-tmsaratok-acc1
"Process <*> Nbr <*> on <*> from <*> to DOWN, Neighbor Down: <*> <*> <*>",Interface <*> changed state to <*>,0.846583,30094-tmsaratok-acc1
BFD-SYSLOG: BFD session <*> <*> going Down Reason: RX <*>,Line protocol on Interface <*> changed state to <*>,0.846583,30094-tmsaratok-acc1
BFD-SYSLOG: BFD session <*> <*> is going UP,Line protocol on Interface <*> changed state to <*>,0.846583,30094-tmsaratok-acc1
BFD-SYSLOG: BFD session <*> <*> going Down Reason: RX <*>,Interface <*> changed state to <*>,0.846583,30094-tmsaratok-acc1
"exec timer expired, tty <*> <*> , user <*>",Interface <*> changed state to <*>,0.846514,kmpce01-poi-asr907
"Process <*> Nbr <*> on <*> in area <*> from <*> to DOWN, Neighbor Down: <*> <*> <*> vrf <*> vrfid <*>",Successfully authenticated user <*> from <*> on <*> cipher <*> mac <*>,0.845419,50004-atbr-agga02
Line protocol on Interface <*> <*> <*> changed state to <*>,Line protocol on Interface <*> changed state to <*>,0.845102,10.244.26.69
BFD-SYSLOG: BFD session <*> <*> going Down Reason: RX <*>,Interface <*> changed state to <*>,0.844943,30161-tmbktlambir-acc1
BFD-SYSLOG: BFD session <*> <*> going Down Reason: RX <*>,Line protocol on Interface <*> changed state to <*>,0.844943,30161-tmbktlambir-acc1
LDP Neighbor <*> 0 is DOWN Received error notification from peer: Holddown time expired,Line protocol on Interface <*> changed state to <*>,0.844943,30161-tmbktlambir-acc1
LDP Neighbor <*> 0 is DOWN Received error notification from peer: Holddown time expired,Interface <*> changed state to <*>,0.844943,30161-tmbktlambir-acc1
Line protocol on Interface <*> <*> <*> changed state to <*>,asserted CRITICAL <*> <*> <*> Physical Port Link Down,0.844784,70714-rimbakomanwel-acc1
cleared CRITICAL Power Supply Module <*> Power Supply Failure,Interface <*> changed state to <*>,0.844759,30078-pknkabong-acc1
cleared CRITICAL Power Supply Module <*> Power Supply Failure,Line protocol on Interface <*> changed state to <*>,0.844759,30078-pknkabong-acc1
The Power Supply in slot <*> is switched off or encountering a failure condition.,Interface <*> changed state to <*>,0.844759,30078-pknkabong-acc1
The <*> in <*> <*> is functioning properly,Interface <*> changed state to <*>,0.844759,30078-pknkabong-acc1
The <*> in <*> <*> is functioning properly,Line protocol on Interface <*> changed state to <*>,0.844759,30078-pknkabong-acc1
asserted CRITICAL Power Supply Module <*> Power Supply Failure,Interface <*> changed state to <*>,0.844759,30078-pknkabong-acc1
asserted CRITICAL Power Supply Module <*> Power Supply Failure,Line protocol on Interface <*> changed state to <*>,0.844759,30078-pknkabong-acc1
The Power Supply in slot <*> is switched off or encountering a failure condition.,Line protocol on Interface <*> changed state to <*>,0.844759,30078-pknkabong-acc1
"BFD-SYSLOG: bfd_session_created, neigh <*> <*> <*> <*> <*> <*> act",User <*> has exited tty session <*> <*>,0.844444,10.240.48.55
"BFD-SYSLOG: bfd_session_created, neigh <*> <*> <*> <*> <*> <*> act",Line protocol on Interface <*> <*> <*> changed state to <*>,0.844444,10.240.109.120
"BFD-SYSLOG: bfd_session_created, neigh <*> <*> <*> <*> <*> <*> act",cleared CRITICAL <*> <*> <*> Physical Port Link Down,0.844444,10.240.109.122
sent to neighbor <*> 4 0 hold time expired 0 bytes,neighbor <*> passive Down AFI SAFI not supported,0.844444,70063-tlkpgarang-aggb01
"<*> <*> <*> Temperature high <*> Operating value: <*> C, Threshold value: <*> C.",SSH Session from 10.159.56.88 tty = <*> for user '' using crypto cipher '' closed,0.844444,70688-puspakomtwrwmj-acc1
"BFD-SYSLOG: bfd_session_destroyed, <*> neigh <*> <*> <*>",neighbor <*> passive Down AFI SAFI not supported,0.844444,70063-tlkpgarang-aggb01
neighbor <*> Down BGP Notification <*>,User <*> has exited tty session <*> <*>,0.844444,70063-tlkpgarang-aggb01
"BFD-SYSLOG: bfd_session_created, neigh <*> <*> <*> <*> <*> <*> act",interface <*> <*> <*> update IP Routing state to <*> interface is not suppressed,0.844444,10.240.109.121
User <*> has exited tty session <*> <*>,"BFD-SYSLOG: bfd_session_destroyed, <*> neigh <*> <*> <*>",0.844444,10.240.48.55
neighbor <*> Down BGP Notification <*>,neighbor <*> passive Down AFI SAFI not supported,0.844444,70063-tlkpgarang-aggb01
"BFD-SYSLOG: bfd_session_destroyed, <*> neigh <*> <*> <*>",User <*> has exited tty session <*> <*>,0.844444,70063-tlkpgarang-aggb01
User <*> has exited tty session <*> <*>,"BFD-SYSLOG: bfd_session_created, neigh <*> <*> <*> <*> <*> <*> act",0.844444,10.240.48.55
"BFD-SYSLOG: bfd_session_created, neigh <*> <*> <*> <*> <*> <*> act",User <*> has exited tty session <*> <*>,0.844444,10.240.109.121
"BFD-SYSLOG: bfd_session_created, neigh <*> <*> <*> <*> <*> <*> act",User <*> has exited tty session <*> <*>,0.844444,70007-bkttadun-aggb01
"BFD-SYSLOG: bfd_session_created, neigh <*> <*> <*> <*> <*> <*> act",BFD-SYSLOG: BFD session <*> <*> going Down Reason: DETECT TIMER EXPIRED,0.844444,10.240.109.122
"BFD-SYSLOG: bfd_session_created, neigh <*> <*> <*> <*> <*> <*> act",asserted CRITICAL <*> <*> <*> Physical Port Link Down,0.844444,10.240.109.122
"BFD-SYSLOG: bfd_session_destroyed, <*> neigh <*> <*> <*>",User <*> has exited tty session <*> <*>,0.844444,10.240.48.55
"BFD-SYSLOG: bfd_session_destroyed, <*> neigh <*> <*> <*>",Line protocol on Interface <*> <*> <*> changed state to <*>,0.844444,10.240.109.120
"BFD-SYSLOG: bfd_session_created, neigh <*> <*> <*> <*> <*> <*> act","Process 1, Nbr <*> on <*> <*> <*> from <*> to DOWN, Neighbor Down: <*> <*> <*>",0.844444,10.240.109.122
"BFD-SYSLOG: bfd_session_created, neigh <*> <*> <*> <*> <*> <*> act",LDP Neighbor <*> 0 is DOWN <*> <*> <*> <*> <*>,0.844444,10.240.109.122
"BFD-SYSLOG: bfd_session_destroyed, <*> neigh <*> <*> <*>",interface <*> <*> <*> update IP Routing state to <*> interface is not suppressed,0.844444,10.240.109.120
"BFD-SYSLOG: bfd_session_created, neigh <*> <*> <*> <*> <*> <*> act",interface <*> <*> <*> update IP Routing state to <*> interface is not suppressed,0.844444,10.240.109.120
"BFD-SYSLOG: bfd_session_created, neigh <*> <*> <*> <*> <*> <*> act",GR session <*> inst <*> : interrupted--recovery pending,0.844444,10.240.109.122
"BFD-SYSLOG: bfd_session_created, neigh <*> <*> <*> <*> <*> <*> act",LDP Neighbor <*> <*> is UP,0.844444,10.240.109.122
"BFD-SYSLOG: bfd_session_created, neigh <*> <*> <*> <*> <*> <*> act","Process 1, Nbr <*> on <*> <*> <*> from <*> to <*> <*> <*>",0.844444,10.240.109.122
"BFD-SYSLOG: bfd_session_created, neigh <*> <*> <*> <*> <*> <*> act",Interface <*> <*> <*> changed state to <*>,0.844444,10.240.109.121
"BFD-SYSLOG: bfd_session_created, neigh <*> <*> <*> <*> <*> <*> act",User <*> has exited tty session <*> <*>,0.844444,10.240.109.122
sent to neighbor <*> 4 0 hold time expired 0 bytes,User <*> has exited tty session <*> <*>,0.844444,70063-tlkpgarang-aggb01
"BFD-SYSLOG: bfd_session_created, neigh <*> <*> <*> <*> <*> <*> act",BFD-SYSLOG: BFD session <*> <*> is going UP,0.844444,10.240.109.122
"BFD-SYSLOG: bfd_session_destroyed, <*> neigh <*> <*> <*>",User <*> has exited tty session <*> <*>,0.844444,10.240.109.120
"BFD-SYSLOG: bfd_session_destroyed, <*> neigh <*> <*> <*>",Interface <*> <*> <*> changed state to <*>,0.844444,10.240.109.120
"BFD-SYSLOG: bfd_session_created, neigh <*> <*> <*> <*> <*> <*> act",Interface <*> <*> <*> changed state to <*>,0.844444,10.240.109.120
"BFD-SYSLOG: bfd_session_created, neigh <*> <*> <*> <*> <*> <*> act",Line protocol on Interface <*> <*> <*> changed state to <*>,0.844444,10.240.109.121
The <*> in <*> <*> is functioning properly,SSH Session from 10.159.56.88 tty = <*> for user '' using crypto cipher '' closed,0.844329,10.244.253.223
"Process <*> Nbr <*> on <*> in area <*> from <*> to DOWN, Neighbor Down: <*> <*> <*> <*> vrf <*> vrfid <*>",Successfully authenticated user <*> from <*> on <*> cipher <*> mac <*>,0.844141,50004-atbr-agga02
cleared CRITICAL <*> <*> <*> Physical Port Link Down,Line protocol on Interface <*> <*> <*> changed state to <*>,0.84413,70714-rimbakomanwel-acc1
Successfully authenticated user <*> from <*> on <*> cipher <*> mac <*>,A monitored device misc disk1 harddisk: is above 80% utilization. Current utilization = <*> Please remove unwanted user files and configuration rollback points.,0.844087,asruer02-asr9k
Successfully authenticated user <*> from <*> on <*> cipher <*> mac <*>,A monitored device rootfs: is above 80% utilization. Current utilization = <*> Please remove unwanted user files and configuration rollback points.,0.844087,asruer02-asr9k
"exec timer expired, tty <*> <*> , user <*>",Interface <*> changed state to <*>,0.843456,10.244.57.223
"exec timer expired, tty <*> <*> , user <*>",Line protocol on Interface <*> changed state to <*>,0.843456,10.244.57.223
Successfully authenticated user <*> from <*> on <*> cipher <*> mac <*>,A monitored device rootfs: is above 80% utilization. Current utilization = <*> Please remove unwanted user files and configuration rollback points.,0.843194,sjyuer02-asr9k
"BFD-SYSLOG: bfd_session_destroyed, <*> neigh <*> <*> <*>",User <*> has exited tty session <*> <*>,0.84282,10.244.71.154
